IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
107.116.7.140,Cyber Attack,Online means of breaking down or destroying a person/business's online resources from doing their regular course of activity. And/or stealing their information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,50000,0,0,50000,50000,50000,0,0,0,0,0,0,0,0,50000,50000,50000,50000,No,Yes,Yes,Yes,Yes,No
136.55.33.159,Cyber Attack,It is the act of gaining access to someone's computer to cause damage,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Close to never,Rarely / Once in 50 years,Close to never,Close to never,20079,2121,3388,20431,0,20783,0,0,0,0,0,0,2121,3388,20431,0,20783,20079,No,Yes,Yes,Yes,No,No
24.209.170.201,Cyber Attack,intentional disruption/attack by someone intending to do harm to the cyber data of a person or entity,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,10056,197,1465,20056,10831,831,0,0,0,0,0,0,197,1465,20056,10831,831,10056,No,Yes,Yes,No,No,No
104.172.43.202,Cyber Attack,Cyber attack means people wanting to steal information or money using the internet.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,35826,31601,50000,50000,38572,50000,0,0,0,0,0,0,31601,50000,50000,38572,50000,35826,Yes,Yes,Yes,Yes,Yes,No
107.145.170.63,Cyber Attack,Perhaps this means when you're attacked online by words or other nefarious methods that could cause harm to you or your reputation.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Usually / Every year,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,2512,0,8005,4272,4272,1667,0,0,0,0,0,0,0,8005,4272,4272,1667,2512,Yes,No,No,Yes,No,No
166.205.218.127,Cyber Attack,"A cyber attack is when someone uses different methods to gain access online to private or secure information. The attacker may use spyware, bloatware, and ransomware to get access to restricted items online.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Sometimes / Once in 5 years,1933,0,15183,50000,4934,2176,0,0,0,0,0,0,0,15183,50000,4934,2176,1933,No,Yes,Yes,Yes,Yes,No
174.228.32.180,Cyber Attack,"A cyber attack is when someone launches a type of attack on someone's computer or a network in order to get data like banking information, etc.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,22096,2208,25037,20555,19434,34420,0,0,0,0,0,0,2208,25037,20555,19434,34420,22096,Yes,Yes,Yes,Yes,Yes,No
70.94.106.253,Cyber Attack,Someone gaining access or information via a computer/internet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Usually / Every year,Frequently / Once in 2 years,2500,1563,15156,27969,1563,2813,0,0,0,0,0,0,1563,15156,27969,1563,2813,2500,No,Yes,Yes,Yes,Yes,Do not know
174.106.68.126,Cyber Attack,An effort to steal or expose someones info,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Frequently / Once in 2 years,Frequently / Once in 2 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,1549,986,2535,11831,2676,1197,0,0,0,0,0,0,986,2535,11831,2676,1197,1549,Yes,Yes,No,No,No,No
73.134.45.246,Cyber Attack,cyber attack is the unauthorized gaining of access to someone's personal computer to retrieve information or cause damage to it.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,27879,8935,30414,40062,0,31119,0,0,0,0,0,0,8935,30414,40062,0,31119,27879,No,Yes,Yes,Yes,Yes,No
173.66.154.104,Cyber Attack,When someone performs a malicious act over the internet intended to gain confidential information or just cause chaos.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Usually / Every year,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,5056,197,19986,19986,10127,5056,0,0,0,0,0,0,197,19986,19986,10127,5056,5056,No,Yes,Yes,Yes,Yes,Do not know
172.56.200.152,Cyber Attack,A group of individuals acting in concert or a single person operating a botnet sending focused queries to a site in attempts to crash the server or make the site unusable for other people.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Usually / Every year,Sometimes / Once in 5 years,0,347,14924,30206,19502,0,0,0,0,0,0,0,347,14924,30206,19502,0,0,No,Yes,Yes,Yes,No,No
172.58.123.126,Cyber Attack,attacking the masses with virus to infect the device,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Frequently / Once in 2 years,Close to never,Rarely / Once in 50 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,18521,19789,16408,40070,50000,21831,0,0,0,0,0,0,19789,16408,40070,50000,21831,18521,No,Yes,No,Yes,Yes,No
109.159.206.90,Cyber Attack,Cyber attack is sending viruses,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,50000,352,50000,141,704,0,65000,457.6,65000,183.3,915.2,Yes,Yes,Yes,Yes,Yes,No
96.47.239.224,Cyber Attack,A cyber attack is executed by hackers who seek to obtain valuable information from their victims through viruses or Trojans.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,50000,0,50000,30000,30000,30282,0,0,0,0,0,0,0,50000,30000,30000,30282,50000,No,Yes,No,Yes,Yes,No
68.38.121.183,Cyber Attack,When a website gets hacked,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,No,Yes,No,No
100.36.100.91,Cyber Attack,unauthorized access/breach of someone else's personal data,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,1042,0,972,3155,1958,3225,0,0,0,0,0,0,0,972,3155,1958,3225,1042,No,Yes,No,Yes,No,No
68.199.125.216,Cyber Attack,"A cyber attack is any sort of coordinated attack against online security. Cyber attacks are usually directed against a company, rather than an individual.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,9282,0,10338,7310,9915,549,0,0,0,0,0,0,0,10338,7310,9915,549,9282,No,Yes,Yes,Yes,Yes,No
174.162.20.81,Cyber Attack,Using electronic devices to limit access to the internet of another person,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Usually / Every year,5211,0,30211,29930,15000,5775,0,0,0,0,0,0,0,30211,29930,15000,5775,5211,Yes,Yes,Yes,Yes,Yes,No
173.174.222.92,Cyber Attack,Defacing or otherwise preventing users from accessing a website,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,2407,1479,861,0,0,0,0,0,0,0,0,2407,1479,861,0,No,No,No,No,No,No
92.11.40.91,Cyber Attack,"Illegal access to personal data, corruption of such data, releasing confidential data",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,5549,9352,8930,9493,3014,3085,7213.7,12157.6,11609,12340.9,3918.2,4010.5,Yes,No,Yes,Yes,No,No
46.208.84.0,Cyber Attack,"An attempt to gain access to sensitive information by force (hacking, phishing)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Close to never,Close to never,Rarely / Once in 50 years,Close to never,0,0,0,0,0,0,493,5000,20000,5000,7465,3873,640.9,6500,26000,6500,9704.5,5034.9,No,Yes,Yes,No,No,No
147.12.251.123,Cyber Attack,"When somebody, or a group of people, take steps to access an online account or device of yours for nefarious purposes.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,986,1831,15563,15493,8099,16127,1281.8,2380.3,20231.9,20140.9,10528.7,20965.1,Yes,No,Yes,No,No,No
,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5.65.120.191,Identity Theft,stealing someones identity for themselves and pretending to be them,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Close to never,Close to never,Rarely / Once in 50 years,Close to never,0,0,0,0,0,0,8944,7676,10845,16549,4366,1831,11627.2,9978.8,14098.5,21513.7,5675.8,2380.3,No,No,No,No,No,No
31.94.63.79,Identity Theft,"Someone stealing your identity for example your name, address, date of birth to use your identity to steal something",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,5292,20613,21588,0,5292,0,6879.6,26796.9,28064.4,0,6879.6,Yes,Yes,No,Yes,No,No
151.225.205.63,Identity Theft,Stealing your personal details,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,0,938,1406,4688,1719,4219,0,1219.4,1827.8,6094.4,2234.7,5484.7,Yes,Yes,Yes,Yes,Yes,Do not know
92.239.131.206,Identity Theft,Stolen identity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,0,0,0,0,0,0,2031,1094,2500,4063,469,2188,2640.3,1422.2,3250,5281.9,609.7,2844.4,Yes,Yes,Yes,Yes,Yes,No
82.132.186.221,Identity Theft,When someone steals your data and uses your details to obtain money,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,Sometimes / Once in 5 years,0,0,0,0,0,0,27,0,6074,4350,1300,0,35.1,0,7896.2,5655,1690,0,No,No,Yes,No,No,Do not know
78.86.135.33,Identity Theft,Theft of personal information which may be used to represent you.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,20082,30164,30492,30902,20000,0,26106.6,39213.2,39639.6,40172.6,26000,Yes,No,Yes,Yes,Yes,Do not know
90.205.93.41,Identity Theft,someone steals my identity,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,0,10352,12535,14789,12465,9296,0,13457.6,16295.5,19225.7,16204.5,12084.8,No,No,Yes,Yes,No,No
